"Volume 24,Issue 3",Discussion of “Letting the ‘Tail Wag the Dog’: The Debate over GAAP versus Street Earnings Revisited”,Version of Record online: 15 JAN 2010 | DOI: 10.1111/j.1911-3846.2007.tb00122.x,,Theodore E. Christensen,,,,,,,Contemporary Accounting Research
"Volume 24,Issue 3",The Moderating Role of Competition in the Relationship between Nonfinancial Measures and Future Financial Performance,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.24.3.4,,Rajiv D. Banker and Raj Mashruwala,,,,,,,Contemporary Accounting Research
"Volume 24,Issue 3",Tax Incentives on Equity and Firms' Cost of Capital: Evidence from the Quebec Stock Savings Plan,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.24.3.5,,"Jean Bédard, Daniel Coulombe and Suzanne M. Paquette",,,,,,,Contemporary Accounting Research
"Volume 24,Issue 3",Discussion of “Tax Incentives on Equity and Firms' Cost of Capital: Evidence from the Quebec Stock Savings Plan”,Version of Record online: 15 JAN 2010 | DOI: 10.1111/j.1911-3846.2007.tb00125.x,,Edward L. Maydew,,,,,,,Contemporary Accounting Research
"Volume 24,Issue 3",The Relationship between Trust and Control in International Joint Ventures: Evidence from the Airline Industry,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.24.3.7,,David Emsley and Filip Kidon,,,,,,,Contemporary Accounting Research
"Volume 24,Issue 3",The Role of Auditor Choice in Debt Pricing in Private Firms,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.24.3.8,,Steve Fortin and Jeffrey A. Pittman,,,,,,,Contemporary Accounting Research
"Volume 24,Issue 3",Supply-Chain Accounting Practices in the UK Retail Sector: Enabling or Coercing Collaboration?,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.24.3.9,,Clinton Free,,,,,,,Contemporary Accounting Research
"Volume 24,Issue 3","Relations among Measures, Climate of Control, and Performance Measurement Models",Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.24.3.10,,"Mary A. Malina, Hanne S. O. Nørreklit and Frank H. Selto",,,,,,,Contemporary Accounting Research
"Volume 24,Issue 3",The Effectiveness of Alternative Training Techniques on Analytical Procedures Performance,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.24.3.11,,"Kimberly K. Moreno, Sudip Bhattacharjee and Duane M. Brandon",,,,,,,Contemporary Accounting Research
"Volume 24,Issue 3",Accountants' Usage of Causal Business Models in the Presence of Benchmark Data: A Note,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.24.3.12,,"Sandra C. Vera-Muñoz, Margaret Shackell and Marc Buehner",,,,,,,Contemporary Accounting Research
"Volume 25,Issue 1",Trading Volume Reaction to the Earnings Reconciliation from IAS to U. S. GAAP,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.1.1,,Lucy Huajing Chen and Heibatollah Sami,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 1","Audit Pricing, Legal Liability Regimes, and Big 4 Premiums: Theory and Cross-country Evidence",Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.1.2,,"Jong-Hag Choi, Jeong-Bon Kim, Xiaohong Liu and Dan A. Simunic",,,,,,,Contemporary Accounting Research
"Volume 25,Issue 1","Discussion of “Audit Pricing, Legal Liability Regimes, and Big 4 Premiums: Theory and Cross-country Evidence”",Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.1.3,,Michel L. Magnan,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 1",CEO Reputation and Earnings Quality,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.1.4,,"Jennifer Francis, Allen H. Huang, Shivaram Rajgopal and Amy Y. Zang",,,,,,,Contemporary Accounting Research
"Volume 25,Issue 1",Discussion of “CEO Reputation and Earnings Quality”,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.1.5,,Ryan Lafond,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 1",The Joint Effect of Investor Protection and Big 4 Audits on Earnings Quality around the World,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.1.6,,Jere R. Francis and Dechun Wang,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 1",Internal Audit Sourcing Arrangement and the External Auditor's Reliance Decision,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.1.7,,"Steven M. Glover, Douglas F. Prawitt and David A. Wood",,,,,,,Contemporary Accounting Research
"Volume 25,Issue 1",Discussion of “Internal Audit Sourcing Arrangement and the External Auditor's Reliance Decision”,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.1.8,,William F. Messier Jr.,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 1",Evidence on the Audit Risk Model: Do Auditors Increase Audit Fees in the Presence of Internal Control Deficiencies?,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.1.9,,Chris E. Hogan and Michael S. Wilkins,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 1",Judging Audit Quality in Light of Adverse Outcomes: Evidence of Outcome Bias and Reverse Outcome Bias,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.1.10,,Mark E. Peecher and M. David Piercey,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 1",Discussion of “Judging Audit Quality in Light of Adverse Outcomes: Evidence of Outcome Bias and Reverse Outcome Bias”,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.1.11,,Marlys Gascho Lipe,,,,,,,Contemporary Accounting Research
"Volume 24,Issue 4",Abstracts,,,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.24.4.0,,,,,,,Contemporary Accounting Research
"Volume 24,Issue 4",An Examination of Auditor Planning Judgements in a Complex Accounting Information System Environment,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.24.4.1,,Joseph F. Brazel and Christopher P. Agoglia,,,,,,,Contemporary Accounting Research
"Volume 24,Issue 4","Audit Committee, Board Characteristics, and Auditor Switch Decisions by Andersen's Clients",Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.24.4.2,,Ken Y. Chen and Jian Zhou,,,,,,,Contemporary Accounting Research
"Volume 24,Issue 4",The Effects of Perceived Fairness on Opportunistic Behavior,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.24.4.3,,"Jeffrey R. Cohen, Lori Holder-Webb, David J. Sharp and Laurie W. Pant",,,,,,,Contemporary Accounting Research
"Volume 24,Issue 4",Accuracy in Judging the Nonlinear Effects of Cost and Profit Drivers,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.24.4.4,,"Anne M. Farrell, Joan Luft and Michael D. Shields",,,,,,,Contemporary Accounting Research
"Volume 24,Issue 4","Effects of Qualitative Factor Salience, Expressed Client Concern, and Qualitative Materiality Thresholds on Auditors' Audit Adjustment Decisions",Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.24.4.5,,Terence Bu-Peow NG and Hun-Tong Tan,,,,,,,Contemporary Accounting Research
"Volume 24,Issue 4",Using Downstream Revenue in a Performance Measurement System,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.24.4.6,,Michael J. Petersen,,,,,,,Contemporary Accounting Research
"Volume 24,Issue 4",How Do Underwriters Value Initial Public Offerings? An Empirical Analysis of the French IPO Market,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.24.4.7,,Peter Roosenboom,,,,,,,Contemporary Accounting Research
"Volume 24,Issue 4",Discussion of “How Do Underwriters Value Initial Public Offerings? An Empirical Analysis of the French IPO Market”,Version of Record online: 15 JAN 2010 | DOI: 10.1111/j.1911-3846.2007.tb00140.x,,Jacob K. Thomas,,,,,,,Contemporary Accounting Research
"Volume 24,Issue 4",Concentration in Publishing at Top-Tier Business Journals: Evidence and Potential Explanations,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.24.4.9,,"Edward P. Swanson, Christopher J. Wolfe and Asghar Zardkoohi",,,,,,,Contemporary Accounting Research
"Volume 24,Issue 4",The Stock Market Valuation of R&D Information in Biotech Firms,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.24.4.10,,"Bixia Xu, Michel L. Magnan and Paul E. André",,,,,,,Contemporary Accounting Research
"Volume 25,Issue 2",Abstracts,,,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.1.0,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 2",Résumés,,,Version of Record online: 15 JAN 2010 | DOI: 10.1111/j.1911-3846.2008.tb00155.x,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 2",Importance of Measures of Past Performance: Empirical Evidence on Quality of e-Service Providers,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.2.1,,Rajiv D. Banker and Iny Hwang,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 2",A Discussion of “Importance of Measures of Past Performance: Empirical Evidence on Quality of e-Service Providers”,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.2.2,,Shane S. Dikolli,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 2","Accounting Discretion, Corporate Governance, and Firm Performance",Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.2.3,,"Robert M. Bowen, Shivaram Rajgopal and Mohan Venkatachalam",,,,,,,Contemporary Accounting Research
"Volume 25,Issue 2","Discussion of “Accounting Discretion, Corporate Governance, and Firm Performance”",Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.2.4,,Wayne R. Guay,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 2","Audit Partner Tenure, Audit Firm Tenure, and Discretionary Accruals: Does Long Auditor Tenure Impair Earnings Quality?",Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.2.5,,"Chih-Ying Chen, Chan-Jane Lin and Yu-Chen Lin",,,,,,,Contemporary Accounting Research
"Volume 25,Issue 2",Earnings Management through Effective Tax Rates: The Effects of Tax-Planning Investment and the Sarbanes-Oxley Act of 2002,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.2.6,,"Kirsten A. Cook, G. Ryan Huston and Thomas C. Omer",,,,,,,Contemporary Accounting Research
"Volume 25,Issue 2",The Association between Nonprofessional Investors' Information Choices and Their Portfolio Returns: The Importance of Investing Experience,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.2.7,,"W. Brooke Elliott, Frank D. Hodge and Kevin E. Jackson",,,,,,,Contemporary Accounting Research
"Volume 25,Issue 2",Do Models of Discretionary Accruals Detect Actual Cases of Fraudulent and Restated Earnings? An Empirical Analysis,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.2.8,,"Keith L. Jones, Gopal V. Krishnan and Kevin D. Melendrez",,,,,,,Contemporary Accounting Research
"Volume 25,Issue 2",Extent of ABC Use and Its Consequences,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.2.9,,Adam S. Maiga and Fred A. Jacobs,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 2",Management Turnover Following Auditor Resignations,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.2.10,,Krishnagopal Menon and David D. Williams,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 2",The Juxtaposition of Social Surveillance Controls with Traditional Organizational Design Components,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.2.11,,"Sally K. Widener, Margaret B. Shackell and Elizabeth A. Demers",,,,,,,Contemporary Accounting Research
"Volume 25,Issue 3",Abstracts,,,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.3.0,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 3",Résumés,,,Version of Record online: 15 JAN 2010 | DOI: 10.1111/j.1911-3846.2008.tb00168.x,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 3",Analyst Coverage and the Cost of Raising Equity Capital: Evidence from Underpricing of Seasoned Equity Offerings,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.3.1,,"Robert M. Bowen, Xia Chen and Qiang Cheng",,,,,,,Contemporary Accounting Research
"Volume 25,Issue 3",Discussion of “Analyst Coverage and the Cost of Raising Equity Capital: Evidence from Underpricing of Seasoned Equity Offerings”,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.3.2,,Mark H. Lang,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 3","Budgets, Internal Reports, and Manager Forecast Accuracy",Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.3.3,,Gavin Cassar and Brian Gibson,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 3",The Influence of Ownership on Accounting Information Expenditures,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.3.4,,Leslie G. Eldenburg and Ranjani Krishnan,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 3",Contracting on Contemporaneous versus Forward-Looking Measures: An Experimental Investigation,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.3.5,,"Anne M. Farrell, Kathryn Kadous and Kristy L. Towry",,,,,,,Contemporary Accounting Research
"Volume 25,Issue 3",Debiasing Scale Compatibility Effects when Investors Use Nonfinancial Measures to Screen Potential Investments,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.3.6,,Kevin E. Jackson,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 3",Does the SOX Definition of an Accounting Expert Matter? The Association between Audit Committee Directors' Accounting Expertise and Accounting Conservatism,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.3.7,,Gopal V. Krishnan and Gnanakumar Visvanathan,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 3",The Agency Problems of Hedging and Earnings Management,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.3.8,,Lin Nan,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 3",Investors' Differential Reaction to Positive versus Negative Earnings Surprises,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.3.9,,Arianna Spina Pinello,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 3",Effects of Exposure to Subsequently Invalidated Evidence on Judgements of Audit Workpaper Preparers and Reviewers,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.3.10,,Seet-Koh Tan and Hun-Tong Tan,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 4",Abstracts,,,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.4.0,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 4",Résumés,,,Version of Record online: 15 JAN 2010 | DOI: 10.1111/j.1911-3846.2008.tb00180.x,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 4",Audit Committee Incentive Compensation and Accounting Restatements,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.4.1,,"Deborah S. Archambeault, F. Todd Dezoort and Dana R. Hermanson",,,,,,,Contemporary Accounting Research
"Volume 25,Issue 4",Cost Stickiness and Core Competency: A Note,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.4.2,,Ramji Balakrishnan and Thomas S. Gruca,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 4",Analyst Following and Credit Ratings,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.4.3,,Mei Cheng and K. R. Subramanyam,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 4",Taxation of International Investment and Accounting Valuation,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.4.4,,Anja de Waegenaere and Richard C. Sansing,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 4",Meeting or Beating Analyst Expectations in the Post-Scandals World: Changes in Stock Market Rewards and Managerial Actions,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.4.5,,"Kevin Koh, Dawn A. Matsumoto and Shivaram Rajgopal",,,,,,,Contemporary Accounting Research
"Volume 25,Issue 4",Competition for Andersen's Clients,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.4.6,,"Mark Kohlbeck, Brian W. Mayhew, Pamela Murphy and Michael S. Wilkins",,,,,,,Contemporary Accounting Research
"Volume 25,Issue 4",Discussion of “Competition for Andersen's Clients”,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.4.7,,Sundaresh Ramnath and Joseph P. Weber,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 4",Corporate Board Governance and Voluntary Disclosure of Executive Compensation Practices,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.4.8,,Indrarini Laksmana,,,,,,,Contemporary Accounting Research
"Volume 25,Issue 4",The Effects of Expanding Employee Decision Making on Contributions to Firm Value in an Informal Reward Environment,Version of Record online: 15 JAN 2010 | DOI: 10.1506/car.25.4.9,,Michael G. Williamson,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 1",Abstracts,,,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.1.0,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 1",Résumés,,,Version of Record online: 18 JAN 2010 | DOI: 10.1111/j.1911-3846.2009.tb00191.x,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 1",Taxable Income as a Performance Measure: The Effects of Tax Planning and Earnings Quality,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.1.1,,"Benjamin C. Ayers, John (Xuefeng) Jiang and Stacie K. Laplante",,,,,,,Contemporary Accounting Research
"Volume 26,Issue 1","Discussion of ""Taxable Income as a Performance Measure: The Effects of Tax Planning and Earnings Quality""",Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.1.2,,Jana Smith Raedy,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 1",The Audit Committee Oversight Process,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.1.3,,"Mark S. Beasley, Joseph V. Carcello, Dana R. Hermanson and Terry L. Neal",,,,,,,Contemporary Accounting Research
"Volume 26,Issue 1","Discussion of ""The Audit Committee Oversight Process"": Advocating Openness in Accounting Research",Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.1.4,,Yves Gendron,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 1",Shocks to Shocks: A Theoretical Foundation for the Information Content of Earnings,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.1.5,,Jeffrey L. Callen,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 1","How Changes in Compensation Plans Affect Employee Performance, Recruitment, and Retention: An Empirical Study of a Car Dealership",Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.1.6,,"Joanna L. Y. Ho, Ling-Chu Lee and Anne Wu",,,,,,,Contemporary Accounting Research
"Volume 26,Issue 1",Does Client Importance Affect Auditor Independence at the Office Level? Empirical Evidence from Going-Concern Opinions,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.1.7,,Chan Li,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 1",Accounting Data and Value: The Basic Results,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.1.8,,James A. Ohlson,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 1","Discussion of ""Accounting Data and Value: The Basic Results""",Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.1.9,,Peter Easton,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 1",Uncertainty and Expectation Revisions after Earnings Announcements,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.1.10,,P. Eric Yeung,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 3",Abstracts,,,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.3.0,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 3",Résumés,,,Version of Record online: 18 JAN 2010 | DOI: 10.1111/j.1911-3846.2009.tb00216.x,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 3",Incentives and Opportunities to Manage Earnings around Option Grants,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.3.1,,"Terry A. Baker, Denton L. Collins and Austin L. Reitenga",,,,,,,Contemporary Accounting Research
"Volume 26,Issue 3",Accounting Discretion: Use or Abuse? An Analysis of Restructuring Charges Surrounding Regulator Action,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.3.2,,Daniel A. Bens and Rick Johnston,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 3",The Market for Corporate Control and CEO Compensation: Complements or Substitutes?,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.3.3,,Shijun Cheng and Raffi J. Indjejikian,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 3",Reducing Restatements with Increased Industry Expertise,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.3.4,,Chen-Lung Chin and Hsin-Yi Chi,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 3",The Use of Remedial Tactics in Negligence Litigation,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.3.5,,"Robert M. Cornell, Rick C. Warne and Martha M. Eining",,,,,,,Contemporary Accounting Research
"Volume 26,Issue 3","Discussion of ""The Use of Remedial Tactics in Negligence Litigation""",Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.3.6,,Karim Jamal,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 3",Quarterly Earnings Patterns and Earnings Management,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.3.7,,"Somnath Das, Pervin K. Shroff and Haiwen Zhang",,,,,,,Contemporary Accounting Research
"Volume 26,Issue 3","Discussion of ""Quarterly Earnings Patterns and Earnings Management""",Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.3.8,,Christine I. Wiedman,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 3",Asset Revaluation Regulations,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.3.9,,"Joel S. Demski, Haijin Lin and David E. M. Sappington",,,,,,,Contemporary Accounting Research
"Volume 26,Issue 3",Can Audit Reforms Affect the Information Role of Audits? Evidence from the German Market,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.3.10,,Joachim Gassen and Hollis A. Skaife,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 3",Do Managers Value Stock Options and Restricted Stock Consistent with Economic Theory?,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.3.11,,"Frank D. Hodge, Shiva Rajgopal and Terry Shevlin",,,,,,,Contemporary Accounting Research
"Volume 26,Issue 3",Is There Safety in Numbers? The Effects of Forecast Accuracy and Forecast Boldness on Financial Analysts' Credibility with Investors,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.3.12,,"Kathryn Kadous, Molly Mercer and Jane Thayer",,,,,,,Contemporary Accounting Research
"Volume 26,Issue 4",Abstracts,,,Version of Record online: 10 FEB 2010 | DOI: 10.1506/car.26.4.0,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 4",What Went Wrong? The Downfall of Arthur Andersen and the Construction of Controllability Boundaries Surrounding Financial Auditing,Version of Record online: 10 FEB 2010 | DOI: 10.1506/car.26.4.1,,Yves Gendron and Laura F. Spira,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 4",CEO Risk-Related Incentives and Income Smoothing,Version of Record online: 10 FEB 2010 | DOI: 10.1506/car.26.4.2,,"Julia Grant, Garen Markarian and Antonio Parbonetti",,,,,,,Contemporary Accounting Research
"Volume 26,Issue 4",The Psychological Attraction Approach to Accounting and Disclosure Policy,Version of Record online: 10 FEB 2010 | DOI: 10.1506/car.26.4.3,,David Hirshleifer and Siew Hong Teoh,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 4",On the Analysis of Firms' Cash Flows,Version of Record online: 10 FEB 2010 | DOI: 10.1506/car.26.4.4,,James A. Ohlson and Jagadison K. Aier,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 4",Impact of the Type of Audit Team Discussions on Auditors' Generation of Material Frauds,Version of Record online: 10 FEB 2010 | DOI: 10.1506/car.26.4.5,,"Ken T. Trotman, Roger Simnett and Amna Khalifa",,,,,,,Contemporary Accounting Research
"Volume 26,Issue 4",Is Accounting Education Valued by the Stock Market? Evidence from Corporate Controller Appointments,Version of Record online: 10 FEB 2010 | DOI: 10.1506/car.26.4.6,,Nikos Vafeas,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 4",Do Analysts and Investors Fully Appreciate the Implications of Book-Tax Differences for Future Earnings?,Version of Record online: 10 FEB 2010 | DOI: 10.1506/car.26.4.7,,David P. Weber,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 4",Fair Value or Conservatism: The Case of the Gold Industry,Version of Record online: 10 FEB 2010 | DOI: 10.1506/car.26.4.8,,Heather A. Wier,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 2",Abstracts,,,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.2.0,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 2",Résumés,,,Version of Record online: 18 JAN 2010 | DOI: 10.1111/j.1911-3846.2009.tb00203.x,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 2",Further Evidence on the Relation between Analysts' Forecast Dispersion and Stock Returns,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.2.1,,"Orie E. Barron, Mary Harris Stanford and Yong Yu",,,,,,,Contemporary Accounting Research
"Volume 26,Issue 2","Mandatory Audit Partner Rotation, Audit Quality, and Market Perception: Evidence from Taiwan",Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.2.2,,"Wuchun Chi, Huichi Huang, Yichun Liao and Hong Xie",,,,,,,Contemporary Accounting Research
"Volume 26,Issue 2","Discussion of ""Mandatory Audit Partner Rotation, Audit Quality, and Market Perception: Evidence from Taiwan""",Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.2.3,,E. Michael Bamber and Linda Smith Bamber,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 2",Corporate Governance and Backdating of Executive Stock Options,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.2.4,,"Daniel W. Collins, Guojin Gong and Haidan Li",,,,,,,Contemporary Accounting Research
"Volume 26,Issue 2","""Weak"" Governance May Be Optimal Governance: A Discussion of ""Corporate Governance and Backdating of Executive Stock Options""",Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.2.5,,Robert M. Bushman,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 2",Are Assurance Services Provided by Auditors on Initial Public Offerings Influenced by Market Conditions?,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.2.6,,Paul A. Copley and Edward B. Douthett Jr.,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 2",Three Threats to Validity of Choice-based and Matched-Sample Studies in Accounting Research,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.2.7,,"Donald P. Cram, Vijay Karan and Iris Stuart",,,,,,,Contemporary Accounting Research
"Volume 26,Issue 2",Auditor Tenure and the Ability to Meet or Beat Earnings Forecasts,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.2.8,,"Larry R. Davis, Billy S. Soo and Gregory M. Trompeter",,,,,,,Contemporary Accounting Research
"Volume 26,Issue 2","Audit Committees, Boards of Directors, and Remediation of Material Weaknesses in Internal Control",Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.2.9,,Beng Wee Goh,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 2","Decentralization, Transfer Pricing, and Tacit Collusion",Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.2.10,,Mikhael Shor and Hui Chen,,,,,,,Contemporary Accounting Research
"Volume 26,Issue 2",Investors' Reactions to Management Disclosure Corrections: Does Presentation Format Matter?,Version of Record online: 18 JAN 2010 | DOI: 10.1506/car.26.2.11,,Hun-Tong Tan and Seet-Koh Tan,,,,,,,Contemporary Accounting Research
"Volume 27,Issue 1",The Effect of Private Information and Monitoring on the Role of Accounting Quality in Investment Decisions,Version of Record online: 30 JAN 2015 | DOI: 10.1111/j.1911-3846.2010.01010_1.x,,"ANNE BEATTY, W. SCOTT LIAO and JOSEPH WEBER",,,,,,,Contemporary Accounting Research
"Volume 27,Issue 1",Abstracts/Résumés,,,Version of Record online: 13 MAY 2010 | DOI: 10.1111/j.1911-3846.2010.01010.x,,,,,,,Contemporary Accounting Research
